bvets motor noise table 0.01
0,1,1,0.75,0.5,1,0.6,1,1,1,0.5,0.5,0.5,0.5,0.6
5.555556,1,1,0.75,0.5,1,0.6,1,1,1,1,0.5,0.5,0.5,0.6
6.666667,1,1,0.75,0.5,1,0.6,1,1,1,1.1,0.542857,0.5,0.5,0.6
11.111111,1,1,0.75,0.5,1,0.6,1,1,1,1.5,0.714286,0.5,0.5,0.6
16.666667,1,1,0.75,0.5,1,0.6,1,1,1,2,0.928571,0.5,0.5,0.6
20,1,1,0.75,0.5,1,0.6,1,1,1,2,1.057143,0.5,0.5,0.6
22.222222,1,1.793651,1.231481,0.87037,1,0.6,1,1,1,2,1.142857,0.5,0.5,0.6
22.8,1,2,1.356667,0.966667,1,0.6,1,1,1,2,1.165143,0.522286,0.5195,0.6
23,1,2,1.4,1,1,0.6,1,1,1,2,1.172857,0.53,0.52625,0.6
30.8,1,2,1.4,1,1,0.6,1,1,1,2,1.473714,0.830857,0.7895,0.6
31,1,2,1.4,1,1,0.60533,1,1,1,2,1.481429,0.838571,0.79625,0.6
44.444444,1,2,1.4,1,1.440801,0.963621,1,1,1,2,2,1.357143,1.25,0.6
44.6,1,2,1.4,1,1.445902,0.967766,1,1,1,2,2,1.363143,1.25525,0.6
55.4,1,2,1.4,1,1.8,1.255584,1,1,1,2,2,1.779714,1.61975,0.755957
61.111111,1,2,1.4,1,1.8,1.407783,1,1,1,2,2,2,1.8125,0.838428
66.666667,1,2,1.4,1,1.8,1.555838,1,1,1,2,2,2,2,0.918652
83.333333,1,2,1.4,1,1.8,2,1,1,1,2,2,2,2,1.159326
100,1,2,1.4,1,1.8,2,1,1,1,2,2,2,2,1.4
