bvets motor noise table 0.01
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.555556,0,0,0,0,0,0,0,0.222222,0.666667,0.677507,0,0,0,0
8.2,0,0,0,0,0,0,0,0.328,0.587333,1,0.138856,0,0,0
16.666667,0,0,0,0,0,0,0,0.666667,0.333333,0,0.583431,0,0,0
22.222222,0,0,0,0,0,0,0.398724,0.404612,0.166667,0,0.875146,0,0,0
24.6,0,0,0,0,0,0,0.569378,0.292453,0.095333,0,1,0.122706,0.107,0
27.777778,0,0,0,0,0,0,0.797448,0.142558,0,0,0.839866,0.286697,0.25,0
30.4,0,0,0,0,0,0,0.985646,0.018868,0,0,0.707727,0.422018,0.368,0
30.6,0,0,0,0,1,0,1,0.009434,0,0,0.697648,0.432339,0.377,0
30.8,0,0,0,0,0.985554,0,0,0,0,0,0.68757,0.442661,0.386,0
41.6,0,0,0,0,0.205457,0.482143,0,0,0,0,0.143337,1,0.872,0
44.444444,0,0,0,0,0,0.609127,0,0,0,0,0,0.854214,1,0
53.2,0,0,0,0,0,1,0,0,0,0,0,0.405467,0.606,0.209993
61.111111,0,0,0,0,0,0.737463,0,0,0,0,0,0,0.25,0.399734
66.666667,0,0,0,0,0,0.553097,0,0,0,0,0,0,0,0.532978
77.8,0,0,0,0,0,0.183628,0,0,0,0,0,0,0,0.8
83.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.84985
100,0,0,0,0,0,0,0,0,0,0,0,0,0,1
